text,datetime,text_clean,sentiment
"Quando o político fala que vai ajudar a família já perde meu voto, odeio familiar",2018-10-04 23:50:10+00:00,o político falir ajudar o família perder votar odiar familiar,-1.0
"A reforma da previdência é nefasta para o país. A proposta do Temer não trabalha com as diferentes realidades do povo brasileiro. O trabalhador rural, por exemplo, vive outra realidade, diferente dos centros urbanos. #HaddadÉ13 #DebateNaGlobo",2018-10-05 00:18:21+00:00,o reformar previdência nefasto parir o país o proposto temer o diferente realidade brasileiro o trabalhador rural viver realidade diferente centro urbano haddadé13 debatenaglobo,-1.0
"Haddad e Boulos:
Outro nível de debate.
Respeito e coerência.",2018-10-04 23:55:12+00:00,haddad e boulos debater respeitar e coerência,1.0
*ciro's voice* rapaz o serra tá parecendo um nosferatu https://t.co/dpAUjGY47K,2018-10-04 23:31:31+00:00,ciro 's voice rapaz o serrar tá parecer nosferatu,0.0
"Desculpa se seu dia tá uma merda
mas só queria lembrar que o Bolsonaro não vem sozinho tá, vem também:

Bolsonaros Jr
Edir Macedo
Feliciano
Magno Malta
Malafaia
General Mourão
Alexandre Frota
Bancada evangélica
Bancada ruralista
Janaina Paschoal
Lúcifer 

Boa tarde",2018-10-04 22:47:18+00:00,desculpar tá umar merda só querer lembrar o bolsonaro vir só tá vir bolsonaros jr edir macedo feliciano magno maltar malafaia general mourão alexandre frota bancada evangélico bancada ruralista janaina paschoal lúcifer tardar,-1.0
alvaro dias parece um londrinense que chegou na capital,2018-10-04 22:18:24+00:00,alvaro parecer londrinense chegar o capital,0.0
"Os caras, #Haddad  e #Boulos, acabam de endossar manifesto favorável à ditadura venezuelana e se dizem preocupados… https://t.co/qaZ6QcMBuq",2018-10-04 23:16:41+00:00,o caro haddad e boulos acabar endossar manifestar favorável ditadura venezuelano e preocupar …,-1.0
a esquerda toda direcionando o debate p o ponto comum do anti fascismo e cutucada e bonossauro,2018-10-04 23:20:57+00:00,o esquerdo direcionando o debater p o pontar comum anti fascismo e cutucar e bonossauro,0.0
O ÁLVARO DIAS É MTO CHATOOOO,2018-10-04 23:46:29+00:00,o álvaro mto chatoooo,-1.0
Álvaro Dias contundente no debate! Especialmente ao falar da organização criminosa (aquela que é paparicada pelos artistas)! Trata-de de um bom candidato. Uma pena estar fora do páreo!,2018-10-04 22:42:36+00:00,álvaro contundente o debater especialmente o o falar organização criminoso paparicar artista tratar candidatar umar peno páreo,1.0
"""Eu ia fazer essa pergunta para o Bolsonaro que mais uma vez AMARELOU, deu uma entrevista para a Record e não veio debater conosco."" #DebateNaGlobo https://t.co/y9A84YGvC3",2018-10-04 23:38:26+00:00,perguntar parir o bolsonaro umar amarelar umar entrevisto parir o record e vir debater conosco debatenaglobo,0.0
"Marina Silva, o Bolsonaro LEVOU UMA FACADA, deu entrevista com médico interrompendo, nem se levanta da cadeira. “Amarelou” O CARALHO, sua aproveitadora ridícula.",2018-10-04 23:48:39+00:00,marino silvar o bolsonaro levar umar facada entrevisto médico interromper levantar cadeira “ amarelar o caralho suar aproveitador ridículo,-1.0
debate ta maneirinho kkkkkkkkk,2018-10-05 00:23:48+00:00,debater ta maneiro kkkkkkkkk,1.0
"Bolsonaro não foi ao debate na Globo amparado por um atestado médico, mas deu longa entrevista à Record - emissora cujo dono declarou voto nele há pouco. Perguntas adocicadas que funcionam como escada para ele subir #DebateNaGlobo",2018-10-05 00:21:48+00:00,bolsonaro o o debater o globo amparar atestar médico longo entrevisto record emissor cujo dono declarar votar n haver perguntar adocicar funcionar comer escada parir subir debatenaglobo,0.0
"A Marina nem é minha candidata
mas a mulher saiu do Acre
10 irmãos
Perdeu a mãe com 15
Analfabeta até os 16
Hoje é tem 2 pós
Já foi empregada, seringueira, deputada, senadora, ministra
Mais jovem q 7 dos 13 candidatos
E só falam do cabelo dela e que a mulher é velha
Mano vergonha",2018-10-04 22:36:48+00:00,o marino candidato o mulher sair acre 10 irmão perder o mãe 15 analfabeto o 16 2 pó empregar seringueiro deputar senador ministro jovem q 7 13 candidato e só falir cabelar d e o mulher velho manir vergonha,1.0
"vcs falam mal do Meirelles, mas vcs não sabem a magia necromântica de alto nível envolvida p/ reanimar um cadáver com essa naturalidade",2018-10-05 00:26:29+00:00,vcs falir meirelles vcs o magia necromântico alto envolvido p/ reanimar cadáver naturalidade,-1.0
"Entrevista de Jair Bolsonaro mantida. A liminar para impedir a transmissão 
foi indeferida. @NairaTrindade",2018-10-04 21:54:06+00:00,entrevisto jair bolsonaro mantido o liminar parir impedir o transmissão indeferir @nairatrindade,0.0
"Eu assistindo o Ciro respondendo as perguntas do debate!
#DebateNaGlobo #CiroSim #Voto12 https://t.co/uj7YpFLtEO",2018-10-04 23:19:23+00:00,assistir o ciro responder o perguntar debater debatenaglobo cirosim voto12,0.0
"#BolsonaroNaRecord 

A entrevista foi encerrada e Bolsonaro fez o seu tradicional discurso final.

Na opinião do POLITZ, Bolsonaro falou com o ""povo"", em uma linguagem simples e clara, desmontando diversas falácias sobre ele.

Melhor que no debate. Grande impacto no público.",2018-10-04 23:10:54+00:00,bolsonaronarecord o entrevisto encerrar e bolsonaro o tradicional discursar o opinião politz bolsonaro falar o umar linguagem simples e claro desmontar diverso falácia sobrar melhor o debater impactar o público,1.0
"Eu amo a voz da Marina 
Parece que ela dubla a voz das interlude do Lemonade #DebateNaGlobo",2018-10-04 23:10:19+00:00,amar o voz marino parecer dubla o voz interlude lemonade debatenaglobo,1.0
#DebateNaGlobo #boulos disse que nao anda com sem vergonha 🤭 https://t.co/8qZHRW5ckO,2018-10-05 00:27:17+00:00,debatenaglobo boulos nao andar vergonha 🤭,0.0
"AO VIVO: Enquanto a Rede Globo inicia debate eleitoral entre presidenciáveis, a Record TV exibe entrevista exclusiva com @jairbolsonaro, gravada hoje, em sua residência. #BolsonaroNaRecord https://t.co/Iz40eRCXdR",2018-10-04 22:30:02+00:00,o o viver o redar globo debater eleitoral entrar presidenciáveis o record tv exibir entrevisto exclusivo @jairbolsonaro gravar suar residência bolsonaronarecord,0.0
"Tema transporte

Alckmin: Como transportar as merenda da criança tudo pro meu bolso?",2018-10-04 23:16:35+00:00,temer transportar alckmin comer transportar o merendar criança pro bolsar,-1.0
aaaaaaaa que pausa foi essa meirelles #DebateNaGlobo,2018-10-04 22:21:50+00:00,aaaaaaaa pausar meirelles debatenaglobo,0.0
COMEÇOU O DEBATE https://t.co/o1iSxVKYq3,2018-10-04 22:10:27+00:00,começar o debater,0.0
Imagina Marina de licença médica e Bolsonaro falando isso aí,2018-10-04 23:47:32+00:00,imaginar marino licença médico e bolsonaro falar,0.0
Queria que a Márcia Goldschmidt fosse a intermediadora desse debate. Certeza que seria bem mais interessante.....,2018-10-04 23:25:46+00:00,querer o márcio goldschmidt o intermediadora d debater seriar interessante .....,1.0
Esses caras gritando chama o meireles acham q tao arrasando ???,2018-10-05 00:42:34+00:00,caro gritar chamar o meireles achar q tao arrasar,-1.0
"VC RECEBEU A CIROCA

                   💚 
              💛      💚
              💚      💛
               💛      💚  
               💚      💛
     💚    💛      💚    💛
   💛    💚          💛    💚 
       💚                     💛

REPASSE PARA QUE CIRO VÁ PRA O  2 TURNO",2018-10-04 22:20:16+00:00,vc receber o ciroca 💚 💛 💚 💚 💛 💛 💚 💚 💛 💚 💛 💚 💛 💛 💚 💛 💚 💚 💛 repassar parir ciro pra o 2 turno,1.0
Boulos tem mó cara de massagista de time de Handebol feminino .,2018-10-04 22:25:50+00:00,boulos mó caro massagista time handebol feminino,0.0
Boulos aplaudido pela plateia após falar do sogro que foi torturado e alertar para o risco de o Brasil voltar a viver sob uma ditadura #DebateNaGlobo,2018-10-04 22:49:37+00:00,boulos aplaudir pelar plateia falar sogro torturar e alertar parir o riscar o brasil voltar o viver umar ditadura debatenaglobo,1.0
Guilherme Boulos Come Cu De Idoso Ao Vivo Assista,2018-10-04 23:53:28+00:00,guilherme boulos comer cu idoso o o viver assistir,1.0
já nao vai ter comida no comunismo com agrotoxico imagina sem,2018-10-05 00:46:34+00:00,nao comido o comunismo agrotoxico imaginar,0.0
"- Meirelles, o senhor acha certo uma pessoa que quer ser presidente do país fugir do debate? 
- Não acho certo, Ciro. Eu, por exemplo, estou mais morto do que vivo e ainda assim estou aqui",2018-10-05 00:39:39+00:00,meirelles o senhor achar certar umar pessoa querer presidente país fugir debater achar certar ciro morto viver e,-1.0
A perspicácia do Ciro pra dialogar com o Bonner foi CIRÚRGICA. #DebateNaGlobo,2018-10-05 00:11:13+00:00,o perspicácia ciro pra dialogar o bonner cirúrgico debatenaglobo,1.0
"Jair Bolsonaro, entrevistado na Record, chamou Fernando Haddad de “fantoche do presidiário”. https://t.co/l1swsx0l8b",2018-10-04 22:23:58+00:00,jair bolsonaro entrevistar o record chamar fernando haddad “ fantochar presidiário,0.0
"a fala histórica do boulos contra a ditadura. pra rever e se emocionar de novo #DebateNaGlobo 
https://t.co/jsJRjjhKIi",2018-10-05 00:05:07+00:00,o falir histórico boulos o ditadura pra rever e emocionar debatenaglobo,1.0
"Boulos, vem aqui Rapidão, me dá um beijo",2018-10-04 22:36:59+00:00,boulos vir rapidão beijar,1.0
"ciro é lindo, votem 12",2018-10-04 23:54:36+00:00,ciro lindar votar 12,1.0
"o ano eh 2030

as novas escolas ja tem acesso ao conteúdo de historia de tudo o que aconteceu na politica brasileira entre 2014-2019 

os alunos abrem o livro e começam a ler o conteudo e dizem 

     q porra eh q ta acontecendo",2018-10-04 22:32:38+00:00,o eh 2030 o escola ja acesso o o conteúdo historiar o acontecer o politicar brasileiro entrar 2014 2019 o aluno abrir o livrar e comedir o ler o conteudo e q porra eh q ta acontecer,-1.0
"Boulos ganhando disparado, de goleada nesse debate.
#DebateNaGlobo",2018-10-04 23:24:16+00:00,boulos ganhar disparar golear n debater debatenaglobo,1.0
"Ainda bem que nao sou o Bonner, pq eu jamais mandaria parar de aplaudirem o que o Boulos disse. Inclusive, eu teria começado a aplaudir também. #DebateNaGlobo",2018-10-04 22:40:18+00:00,nao o bonner pq jamais mandar parar aplaudir o o boulos inclusive começar o aplaudir debatenaglobo,1.0
o álvaro dias fazendo a pergunta sou eu respondendo questões discursivas nas provas,2018-10-04 22:20:46+00:00,o álvaro o perguntar responder discursivo o provar,-1.0
"Ciro: ""Bonita gravata!"" [risas] #DebateNaGlobo https://t.co/0aqIaqnM9d",2018-10-04 23:13:59+00:00,ciro bonito gravata risas debatenaglobo,0.0
"Cacete, Boulos. Perfeita resposta sobre a guerra às drogas.",2018-10-04 23:24:46+00:00,cacete boulos perfeito respostar sobrar o guerra s drogar,1.0
"Cacete, Boulos. Perfeita resposta sobre a guerra às drogas.",2018-10-04 23:30:02+00:00,cacete boulos perfeito respostar sobrar o guerra s drogar,1.0
"Eu assistindo o debate:

 #DebateNaGlobo 
 #TsunamiCiro12 https://t.co/7690pW1TR8",2018-10-05 00:04:38+00:00,assistir o debater debatenaglobo tsunamiciro12,0.0
"“Verás que um filho teu não foge à luta” 
Se já foge de debate, imaginem de luta",2018-10-05 00:44:08+00:00,“ filhar fugir lutar fugir debater imaginar lutar,-1.0
Kkkkl morto com o Álvaro dias !!! #DebateNaGlobo,2018-10-04 22:19:20+00:00,kkkkl morto o álvaro debatenaglobo,-1.0
vcs podem falar tudo do haddad mas nunca vao poder falar da pele dele pois que pele meus amigos,2018-10-04 22:18:06+00:00,vcs falar haddad vao falar pelar d pois pelar amigo,0.0
kkkk é aquilo né ..vagabundo se ilude fácil,2018-10-04 21:58:43+00:00,kkkk né .. vagabundar iludir fácil,-1.0
o boulos ja sabe q nao vai pro 2 turno meteu o louco ja falou fodase eu vou fazer esse País chorar,2018-10-04 23:19:38+00:00,o boulos ja q nao pro 2 turno meter o louco ja falar fodase país chorar,-1.0
@ECantanhede Que diferença isso faz num debate,2018-10-05 00:44:39+00:00,@ecantanhede diferençar debater,0.0
Tava pensando como debate é uma tradição bonita de duelo verbal e mental. Do lado do arregão isso não rola por motivos óbvios.,2018-10-04 23:56:30+00:00,tava pensar comer debater umar tradição bonito duelo verbal e mental arregão rolo motivo óbvio,-1.0
"Ciro mudou sua postura em relação à Haddad. Sem ataques diretos, num tom moderado padrão Globo. Mas consegue brechas: A sacada de ser o único nordestino foi excelente, até porque os dois disputam votos na região. Ciro é melhor que Haddad. E isso fica claro o tempo inteiro.",2018-10-05 00:17:21+00:00,ciro mudar suar posturar haddad ataque diretos tom moderar padrão globo conseguir brecha o sacar o único nordestino excelente o disputar voto o região ciro melhor haddad e ficar claro o inteirar,1.0
"bonner: candidato alvaro dias acabou o seu tempo

alvaro dias: https://t.co/SgaJYGj8xm",2018-10-05 00:07:24+00:00,bonner candidatar alvaro acabar o alvaro,0.0
Única utilidade do mundo pro bolsonaro é ser usado de exemplo ruim pros temas pq só serve pra isso mesmo kkkk #DebateNaGlobo,2018-10-04 23:19:51+00:00,único utilidade mundo pro bolsonaro ruim pros temer pq só servir pra kkkk debatenaglobo,-1.0
Este foi o melhor debate do Haddad tho.,2018-10-05 00:43:43+00:00,o melhor debater haddad tho,1.0
"Não mude o seu voto por causa dessas pesquisas, vamos de Ciro até o final ✊🏼
#TsunamiCIRO https://t.co/sWCrtKIxHI",2018-10-04 22:05:19+00:00,mudar o votar causar d pesquisar ciro o ✊ 🏼 tsunamiciro,1.0
"Olhaaaa esse Meirelles 😂😂😂😂😂😂😂😂
#DebateNaGlobo",2018-10-04 23:37:49+00:00,olhaaaa meirelles 😂 😂 😂 😂 😂 😂 😂 😂 debatenaglobo,1.0
Álvaro Dias falando em rede nacional que o verdadeiro candidato do PT é o Lula foi uma propaganda gratuita pro PT,2018-10-04 23:03:52+00:00,álvaro falar redar nacional o candidatar pt o lula umar propaganda gratuito pro pt,-1.0
esse homme eh a militância viva meu pai https://t.co/PN37hOQfGC,2018-10-04 23:39:18+00:00,homme eh o militância vivo pai,-1.0
Lei de Godwin? Vão levar um processo tão fudido que vão precisar fechar a ORCRIM.,2018-10-04 22:57:57+00:00,lei godwin levar processar fudido precisar fechar o orcrim,-1.0
Jesus me salve!!!! Meireles e Álvaro Dias juntos novamente!!!!!,2018-10-04 22:58:23+00:00,jesus salvar meireles e álvaro junto novamente,-1.0
"Meireles, por que vcs sempre cortam nos direitos dos trabalhadores e nunca nos privilégios da minoria?”… https://t.co/6cwo8qM38S",2018-10-04 22:25:14+00:00,meireles vcs cortar o direito trabalhador e o privilégio minoria …,0.0
se o djonga está com o ciro qm sou eu p n estar n eh,2018-10-05 00:49:06+00:00,o djonga o ciro qm p n n eh,1.0
"Eleitor não vai entender nada ao descobrir que, se Bolsonaro ganhar, os caciques do Congresso e maior parte do Governo Temer ficará onde está, com alguns tucanos aliados. Mas não representa a renovação? Pelos apoios, não, e sim a manutenção.",2018-10-04 22:03:44+00:00,eleitor entender nado o o descobrir bolsonaro ganhar o cacique congresso e governar temer ficar algum tucano aliar representar o renovação e o manutenção,-1.0
"#DilmaNaTV Tenho tolerância absoluta c/ Ciro Gomes. Ele pode falar mal de mim, não tem problema. Ele é íntegro e correto.",2018-10-04 23:50:44+00:00,dilmanatv tolerância absoluto c/ ciro gomar falar mim problema íntegro e corretar,1.0
"""Eu só vou visitar o Brasil novamente se o Ciro Gomes for eleito. Ele é o único capaz de governar esse país corretamente. O Brasil não pode ficar nas mãos de um racista, homofóbico, machista e preconceituoso como Bolsonaro."" - afirma Justin Bieber. #DebateNaGlobo https://t.co/NdVZ2JWCU1",2018-10-04 23:58:39+00:00,só visitar o brasil novamente o ciro gomar eleito o único capaz governar país corretamente o brasil ficar o mão racista homofóbico machista e preconceituoso comer bolsonaro afirmar justin bieber debatenaglobo,0.0
O poste de Lula atribui a Bolsonaro algo que ele não disse https://t.co/fJdk0JcCVa,2018-10-05 00:07:57+00:00,o postar lula atribuir o bolsonaro,0.0
Estou no estúdio da Globo onde acontece o debate. Estou na frente do púlpito e posso assegurar: Álvaro Dias não está sóbrio.,2018-10-04 23:49:57+00:00,o estúdio globo acontecer o debater o frente púlpito e assegurar álvaro sóbrio,-1.0
"""Sei que pode parecer estranho pra você esse negócio de trabalhar"", diz Meirelles ao Boulos.

Os 43 milhoes mais bem investidos na história da política brasileira.",2018-10-04 23:41:26+00:00,parecer estranhar pra negócio meirelles o o boulos o 43 milhoes investir o história político brasileiro,1.0
"O Boulos foi aplaudido no estúdio do debate da Globo, mesmo com o Bonner deixando claro que não se podia bater palmas. Há quem tenha considerado a melhor fala de um candidato em todos os debates. #DebateNaGlobo

https://t.co/w4MruPJlaS",2018-10-04 23:27:21+00:00,o boulos aplaudir o estúdio debater globo o bonner deixar claro bater palmar haver considerar o melhor falir candidatar o debater debatenaglobo,1.0
"""Ciranda, cirandinha,
Vamos todos cirandar.
Nem PT, nem Bolsonaro
Vote 12 pra mudar""

#TsunamiCIRO https://t.co/YxS3TDPHba",2018-10-04 23:23:40+00:00,ciranda ciranda cirandar pt bolsonaro votar 12 pra mudar tsunamiciro,-1.0
Record passa entrevista de Bolsonaro durante debate da Globo. Veja o que ele falou https://t.co/TBRNAwiY8m https://t.co/uD7qwnzJEO,2018-10-05 00:13:18+00:00,record passar entrevisto bolsonaro durante debater globo o falar,0.0
"Record ganhando na audiência da globo, os outros candidatos todos não tem importância, o que importa é quem vai ganhar no primeiro turno, ele é Bolsonaro.
#BolsonaroNaRecord",2018-10-04 22:38:05+00:00,record ganhar o audiência globo o candidato importância o importar ganhar o turno bolsonaro bolsonaronarecord,1.0
A CANDIDATA DO MEU CORAÇÃO https://t.co/FZMttGEJRY,2018-10-04 23:21:40+00:00,o candidato coração,1.0
"Uns vendo o debate na Globo
Outros vendo o Bolsonaro na Record
E eu só quero ver um barraco no de férias com o ex 
#ExnaMTV",2018-10-04 22:34:12+00:00,o debater o globo o bolsonaro o record e só querer barraco o féria o ex exnamtv,-1.0
"De Álvaro Dias (@alvarodias_) no #DebateNaGlobo: ""Eu gostaria de fazer uma pergunta ao candidato do PT, mas ele não está aqui, está preso em Curitiba"".
VERDADEIRO.",2018-10-04 22:21:24+00:00,álvaro @alvarodias o debatenaglobo gostar umar perguntar o o candidatar pt presar curitiba,1.0
Hadad agora vc foi arrasador com essa 👊 na cara do cretino do Álvaro Dias!!! 👏👏👏,2018-10-04 23:04:09+00:00,hadad vc arrasador 👊 o caro cretino álvaro 👏 👏 👏,-1.0
MÃE ESTÁ ENCANTADA COM GUOLHERME BOULOS SEVERINA NÃO PARA DE DIZER: EZZZZZATAMENTE ISSO MESMO LASCA O SOLNORABO AÍ GENTE ISSO PENSE QUE GOSTEI DELE MUITO BEM EZZZZATAMENTE,2018-10-04 23:20:13+00:00,mãe encantar guolherme boulos severina parir ezzzzzatamente lascar o solnorabo gente pensar gostar d ezzzzatamente,1.0
"Mesmo não sendo sua opção de voto, você é obrigado a aplaudir a coragem e garra da Marina. 
A participação dela na política e nos debates é uma dádiva no movimento feminista. 
 #DebateNaGlobo https://t.co/LLewp6Wqw1",2018-10-05 00:37:52+00:00,suar opção votar obrigar o aplaudir o coragem e garro marino o participação d o político e o debater umar dádiva o movimentar feminista debatenaglobo,1.0
Marina pagou um sabão pro ensaboado Andrade! kkkkkk  #CiroSim #Ciro12 #CiroNaGlobo #TsunamiCIRO,2018-10-04 23:57:45+00:00,marino pagar sabão pro ensaboar andrade kkkkkk cirosim ciro12 cironaglobo tsunamiciro,0.0
"Haddad quer censurar a imprensa livre e apoia ditaduras como Venezuela e Cuba (está no plano de governo dele de 61 páginas), PT não tem preparo para administrar esse país, pensem muito bem antes de votar, leia os planos de governo de cada candidato e vote consciente.",2018-10-04 22:45:37+00:00,haddad querer censurar o imprensar livrar e apoiar ditadura comer venezuela e cubar o planar governar d 61 página pt preparar parir administrar país pensar antar votar ler o plano governar candidatar e votar consciente,-1.0
"Mds todo mundo já entendeu que vai votar no bolsonaro, não força mais a amizade",2018-10-05 00:02:57+00:00,mds mundo entender votar o bolsonaro forçar o amizade,-1.0
"Sério, não sei sei quem é pior nesse debate, esse discurso pra boi dormir de sempre. Alguém me explica por que tem… https://t.co/nTIIc9pUjB",2018-10-04 23:47:41+00:00,sério n debater discursar pra boi dormir alguém explicar …,-1.0
"O candidato do PDT, Ciro Gomes, pergunta ao candidato do PSOL, Guilherme Boulos, sobre o combate às drogas.

Boulos… https://t.co/676GqtQpOd",2018-10-04 23:20:38+00:00,o candidatar pdt ciro gomar perguntar o o candidatar psol guilherme boulos sobrar o combater s drogar boulos …,0.0
"#DebateNaGlobo com vocês, a rainha da Motossera pra dar aula de sustentabilidade! CIRO VOCÊ É CARA DE PAU MESMO",2018-10-04 23:17:50+00:00,debatenaglobo o rei motossera pra aula sustentabilidade ciro caro pau,-1.0
"#BolsonaroNaRecord entrou na nossa história, na mudança do nosso país! Obrigada @recordtvoficial https://t.co/KhVzG7u9JT",2018-10-04 22:39:13+00:00,bolsonaronarecord entrar o história o mudança país obrigar @recordtvoficial,1.0
Ciro claramente se arrependeu da estratégia do último debate e resolveu lidar com o Bozo do jeito certo: jogando tudo na cara! #DebateNaGlobo https://t.co/P3u7jdmMCK,2018-10-05 00:22:09+00:00,ciro claramente arrepender estratégia debater e resolver lidar o bozo jeito certar jogar o caro debatenaglobo,1.0
"Guilherme Boulos, eu te amo.",2018-10-04 23:11:48+00:00,guilherme boulos amar,1.0
Boulos é Corinthia tio. Tá na alma.,2018-10-04 22:58:56+00:00,boulos corinthia tio tá o almo,1.0
"manoo o Álvaro Dias tá surtado,todo afrontoso",2018-10-04 23:12:03+00:00,manoo o álvaro tá surtado afrontoso,-1.0
"boner 🧑🏻: bolso voce vai cola hoje ne 
bolsonaro😎👉🏻👉🏻: nao vo nao....to doente
boner🧑🏻: que isso para de frescura vai se legal po
bolsonaro😞👉🏻👉🏻: to com febre...febre amar ela

rt se você chorou",2018-10-05 00:35:44+00:00,boner 🧑 🏻 bolsar voce colar ne bolsonaro 😎 👉 🏻 👉 🏻 nao nao .... to doente boner 🧑 🏻 parir frescura legal po bolsonaro 😞 👉 🏻 👉 🏻 to febre febre amar rt chorar,-1.0
"vcs falando sobre o Ciro estar em terceiro nas pesquisas etc só quero lembrar que nas últimas eleições o Aécio também estava e quem foi pro segundo turno com a Dilma foi ele

vao pro caralho",2018-10-04 23:59:43+00:00,vcs falar sobrar o ciro terceirar o pesquisar etc só querer lembrar o eleição o aécio e pro segundar turno o dilma vao pro caralho,-1.0
"Na moral, obrigada por isso, Boulos... #DebateNaGlobo https://t.co/QdmUiHwHHc",2018-10-04 23:03:11+00:00,o moral obrigar boulos debatenaglobo,1.0
"@aosfatos ""O Bolsonaro era pra estar aqui debatendo com a gente, mas deu entrevista para a Record, amarelou mais uma vez"", diz Marina #UOLnasUrnas #InformacaocontraoAchismo #DebateNaGlobo",2018-10-04 23:36:10+00:00,@aosfatos o bolsonaro pra debater o gente entrevisto parir o record amarelar umar marino uolnasurnas informacaocontraoachismo debatenaglobo,0.0
Aposto que você está puto igual eu ver Ciro e Meirelles tirando seu tempo pra falar DO BOLSONARO QUE ESTA ENFERMO,2018-10-04 23:49:24+00:00,apostar puto igual ciro e meirelles tirar pra falar bolsonaro enfermar,-1.0
"candidato meirelles a pergunta é sobre saúde 

- não tenho",2018-10-04 23:00:28+00:00,candidatar meirelles o perguntar sobrar saudar,-1.0
Eu vivo em um universo paralelo em que todo mundo que eu conheço vai votar no Ciro. Eu também.,2018-10-04 23:27:25+00:00,viver universo paralelo mundo conhecer votar o ciro,1.0
"Eleitor do Ciro é mais nerd/CDF que a média dos outros, tão quase tudo em casa ou longe dos aglomerados de gente, não tem como as pesquisas enxergarem a totalidade.

Se Ciro vencer, essa eleição será conhecida como ""A Rebelião dos Nerds"". #TsunamiCIRO https://t.co/MAZYoWc8NE",2018-10-04 22:00:35+00:00,eleitor ciro nerd cdf o médio quase casar aglomerar gente comer o pesquisar enxergar o totalidade ciro vencer eleição comer o rebelião nerds tsunamiciro,1.0
"Boulos falando que ""a turma do Bolsonaro é a turma do ódio e da destruição""

Sim, esse mesmo cara aqui

#BolsonaroNaRecord https://t.co/GIZEfiT8Gn",2018-10-04 23:35:52+00:00,boulos falar o turma bolsonaro o turma ódio e destruição caro bolsonaronarecord,-1.0
marina acabou,2018-10-04 23:30:30+00:00,marino acabar,1.0
Sem puxar saco mas o Ciro esta ahazando d+ hj no debate vai com tudo ciro #TsunamiCIRO,2018-10-04 23:47:20+00:00,puxar sacar o ciro ahazando d+ hj o debater ciro tsunamiciro,1.0
ai alckmin cala a boca porra,2018-10-04 22:16:01+00:00,ai alckmin calar o bocar porra,-1.0
Boulos fez um discurso contra a ditadura e foi aplaudido no estúdio e na internet https://t.co/EAgyP6DbFQ #DitaduraNuncaMais #DebateNaGlobo,2018-10-04 23:04:29+00:00,boulos discursar o ditadura e aplaudir o estúdio e o internet ditaduranuncamais debatenaglobo,1.0
"Marielle assassinada
Placa vandalizada
Artistas intimidadas
Contas hackeadas
Mulheres expostas
Arremessadas do 4 andar
Gritos homofóbicos no metrô
Nos estádios
Censura
Ameaças de morte

O retrocesso não vai vir se o Bolsonaro ganhar
O retrocesso já chegou",2018-10-04 23:25:21+00:00,marielle assassinar placar vandalizar artista intimidar contar hackeadas mulher exposto arremessar 4 andar grito homofóbicos o metrô o estádio censurar ameaçar morte o retrocesso o bolsonaro ganhar o retrocesso chegar,-1.0
"Pode morrer de pedir pra desistir,eu vou trabalhar até o último minuto do 2 turno. Vou de 
#HaddadÉ13",2018-10-05 00:41:52+00:00,morrer pedir pra desistir o minutar 2 turno haddadé13,-1.0
"@vcrt_ @Jouberth19 O debate só cobra 1 minuto e pouquinho, dps descansa :)",2018-10-04 23:59:24+00:00,@vcrt @jouberth19 o debater só cobrar 1 minutar e dps descansar :),-1.0
"As mulheres estão com Bolsonaro simmmmm!!!
#VemComBolsonaro17 https://t.co/nRtX1ZszZm",2018-10-04 22:55:15+00:00,o mulher bolsonaro simmmmm vemcombolsonaro17,1.0
"Quanto mais o Alckmin fala, mais o ranço aumenta. #DebateNaGlobo",2018-10-04 22:27:08+00:00,quantum o alckmin falir o rançar aumentar debatenaglobo,-1.0
Álvaro Dias quer entregar uma tabela da copa pro Lula??? https://t.co/dglaIPsVq8,2018-10-05 00:40:59+00:00,álvaro querer entregar umar tabelar copar pro lula,0.0
"Queria ver o Cabo Daciolo invadindo esse debate em cima de um cavalo branco, com uma espada na mão e a cabeça da estatua da liberdade da Havan na outra",2018-10-04 23:13:54+00:00,querer o cabo daciolo invadir debater cavalar branco umar espadar o mão e o cabeça estatuir liberdade havan o,1.0
"Eu estava obcecada. Passava 80% do meu tempo pedindo votos pro Ciro. Os outros 20% eu torcia pra alguém tocar no assunto pra eu pedir um pouco mais
#TsunamiCIRO https://t.co/rUCDFdLrXE",2018-10-04 23:25:34+00:00,obcecar passar 80 pedir voto pro ciro o 20 torcer pra alguém tocar o assunto pra pedir tsunamiciro,-1.0
"Bom esse debate. Até o @meirelles fez piada/ironia sobre ""trabalhar"", referindo-se ao @GuilhermeBoulos #DebateNaGlobo. E Boulos: banqueiro não trabalha.",2018-10-04 23:50:19+00:00,debater o @meirelles piar ironia sobrar referir o o @guilhermeboulos debatenaglobo e boulos banqueiro,1.0
"Como bem disse uma amiga ""É doido, né? Lula foi casado a vida inteira com Marisa Letícia. Haddad comemorou 30 anos de casado. Mas o candidato da ""família tradicional"" é o que está no terceiro casamento e teve, no mínimo, um divórcio violento""",2018-10-04 21:52:40+00:00,comer umar amigo doido né lula casar o vidar inteiro marisa letícia haddad comemorar 30 casar o candidatar família tradicional o o terceirar casamentar e o mínimo divórcio violentar,-1.0
"ARQUITETURA E URBANISMO É UM CURSO POLITICO
REPITAM COMIGO
ARQUITETURA E URBANISMO É UM CURSO POLITICO",2018-10-04 23:40:02+00:00,arquitetura e urbanismo cursar politicar repetir comigo arquitetura e urbanismo cursar politicar,0.0
